Name;Status;Kreis;Einwohner
;;;Zensus
;;;09.05.11
Retgendorf;Siedlung;Ludwigslust-Parchim;1.000
Ribnitz;Siedlung;Vorpommern-Rügen;9.580
Richtenberg;Siedlung;Vorpommern-Rügen;1.360
Röbel/Müritz;Siedlung;Mecklenburgische Seenplatte;4.910
Roggendorf;Siedlung;Nordwestmecklenburg;640
Roggentin;Siedlung;Landkreis Rostock;660
Rosenow;Siedlung;Mecklenburgische Seenplatte;580
Rostock;Siedlung;Rostock;196.900
Rövershagen;Siedlung;Landkreis Rostock;1.850
Rowa;Siedlung;Mecklenburgische Seenplatte;570
Rühn;Siedlung;Landkreis Rostock;500
Saal;Siedlung;Vorpommern-Rügen;590
Sagard;Siedlung;Vorpommern-Rügen;2.210
Samtens;Siedlung;Vorpommern-Rügen;1.740
Sanitz;Siedlung;Landkreis Rostock;3.640
Sassnitz;Siedlung;Vorpommern-Rügen;9.570
Satow;Siedlung;Landkreis Rostock;1.260
Schlagsdorf;Siedlung;Nordwestmecklenburg;780
Schmedshagen;Siedlung;Vorpommern-Rügen;580
Schönberg;Siedlung;Nordwestmecklenburg;3.980
Schwaan;Siedlung;Landkreis Rostock;4.520
Schwanheide;Siedlung;Ludwigslust-Parchim;500
Schwerin;Siedlung;Schwerin;89.800
Seehof;Siedlung;Nordwestmecklenburg;660
Seelust;Siedlung;Ludwigslust-Parchim;570
Sehlen;Siedlung;Vorpommern-Rügen;620
Sellin;Siedlung;Vorpommern-Rügen;2.230
Selmsdorf;Siedlung;Nordwestmecklenburg;2.280
Siedenbollentin;Siedlung;Mecklenburgische Seenplatte;590
Sievershagen;Siedlung;Landkreis Rostock;1.580
Siggelkow;Siedlung;Ludwigslust-Parchim;530
Sildemow;Siedlung;Landkreis Rostock;590
Spornitz;Siedlung;Ludwigslust-Parchim;980
Stäbelow;Siedlung;Landkreis Rostock;940
Stavenhagen;Siedlung;Mecklenburgische Seenplatte;4.700
Steinhagen;Siedlung;Landkreis Rostock;550
Steinhagen;Siedlung;Vorpommern-Rügen;520
Sternberg;Siedlung;Ludwigslust-Parchim;3.660
Stralendorf;Siedlung;Ludwigslust-Parchim;1.370
Stralsund;Siedlung;Vorpommern-Rügen;54.700
Strasburg (Uckermark);Siedlung;Vorpommern-Greifswald;4.500
Sukow;Siedlung;Ludwigslust-Parchim;1.270
Tarnow;Siedlung;Landkreis Rostock;540
