Name;Status;Kreis;Einwohner;Einwohner;Einwohner;Einwohner
;;;Schätzung;Schätzung;Zensus;Schätzung
;;;31.12.95;31.12.01;09.05.11;31.12.15
Philippsthal (Werra);Marktgemeinde;Hersfeld-Rotenburg;4.909;4.593;4.248;4.156
Pohlheim;Stadt;Gießen;17.118;17.305;17.371;17.890
Poppenhausen (Wasserkuppe);Gemeinde;Fulda;2.584;2.615;2.560;2.569
Rabenau;Gemeinde;Gießen;5.745;5.524;5.167;4.976
Ranstadt;Gemeinde;Wetteraukreis;4.819;5.080;4.862;5.077
Rasdorf;Gemeinde;Fulda;1.872;1.841;1.657;1.640
Raunheim;Stadt;Groß-Gerau;11.691;13.265;14.473;15.636
Rauschenberg;Stadt;Marburg-Biedenkopf;4.865;4.890;4.466;4.469
Reichelsheim (Odenwald);Gemeinde;Odenwaldkreis;9.026;9.151;8.589;8.540
Reichelsheim (Wetterau);Stadt;Wetteraukreis;6.641;6.838;6.770;6.856
Reinhardshagen;Gemeinde;Kassel;5.377;5.248;4.605;4.491
Reinheim;Stadt;Darmstadt-Dieburg;17.500;18.104;16.294;16.277
Reiskirchen;Gemeinde;Gießen;10.252;10.620;10.250;10.298
Riedstadt;Stadt;Groß-Gerau;19.334;20.805;21.557;22.998
