Name;Status;Kreis;Einwohner
;;;Zensus
;;;09.05.11
Bremen;Siedlung;Bremen;539.500
Bremerhaven;Siedlung;Bremerhaven;107.500
Seehausen - HasenbŸren;Siedlung;Bremen;1.060
Weddewarden;Siedlung;Bremerhaven;500
