Name;Status;Kreis;Einwohner
;;;Zensus
;;;09.05.11
Schönau vor dem Walde;Siedlung;Gotha;1.020
Schönbrunn;Siedlung;Saale-Orla-Kreis;560
Schöndorf-Waldstadt;Siedlung;Weimar;4.420
Schönewerda;Siedlung;Kyffhäuserkreis;710
Schönstedt;Siedlung;Unstrut-Hainich-Kreis;1.210
Schwabhausen;Siedlung;Gotha;720
Schwallungen;Siedlung;Schmalkalden-Meiningen;1.360
Schwarza;Siedlung;Schmalkalden-Meiningen;1.290
Schwarzburg;Siedlung;Saalfeld-Rudolstadt;510
Schwarzhausen;Siedlung;Gotha;680
Schwerborn;Siedlung;Erfurt;590
Schwerstedt;Siedlung;Sömmerda;600
Seebach;Siedlung;Wartburgkreis;2.110
Seebach;Siedlung;Unstrut-Hainich-Kreis;680
Seebergen;Siedlung;Gotha;1.170
Seelingstädt-Bahnhof;Siedlung;Greiz;820
Sichelreuth;Siedlung;Sonneberg;660
Siemerode;Siedlung;Eichsfeld;720
Silberhausen;Siedlung;Eichsfeld;630
Sitzendorf;Siedlung;Saalfeld-Rudolstadt;560
Sollstedt;Siedlung;Nordhausen;2.160
Sömmerda;Siedlung;Sömmerda;16.000
Sondershausen;Siedlung;Kyffhäuserkreis;16.900
Sonneberg;Siedlung;Sonneberg;21.900
Sonneborn;Siedlung;Gotha;1.050
Springstille;Siedlung;Schmalkalden-Meiningen;600
Sprötau;Siedlung;Sömmerda;770
Stadtilm;Siedlung;Ilm-Kreis;4.880
Stadtlengsfeld;Siedlung;Wartburgkreis;1.740
Stadtroda;Siedlung;Saale-Holzland-Kreis;5.590
Starkenberg;Siedlung;Altenburger Land;650
Steinach;Siedlung;Sonneberg;4.160
Steinbach;Siedlung;Eichsfeld;550
Steinbach;Siedlung;Wartburgkreis;1.180
Steinbach-Hallenberg;Siedlung;Schmalkalden-Meiningen;5.230
Steinheid;Siedlung;Sonneberg;1.120
Stepfershausen;Siedlung;Schmalkalden-Meiningen;580
Steudnitz;Siedlung;Saale-Holzland-Kreis;580
St. Gangloff;Siedlung;Saale-Holzland-Kreis;1.240
Stockhausen;Siedlung;Eisenach;720
Stotternheim;Siedlung;Erfurt;3.400
Straußfurt;Siedlung;Sömmerda;1.840
Streufdorf;Siedlung;Hildburghausen;950
Struth;Siedlung;Unstrut-Hainich-Kreis;1.440
Stützerbach;Siedlung;Ilm-Kreis;1.440
Suhl;Siedlung;Suhl;31.200
Sülzenbrücken;Siedlung;Ilm-Kreis;620
Sülzfeld;Siedlung;Schmalkalden-Meiningen;860
Sülzhayn;Siedlung;Nordhausen;940
Sundhausen;Siedlung;Nordhausen;1.020
Sünna;Siedlung;Wartburgkreis;1.070
Tabarz/Thür. Wald;Siedlung;Gotha;4.000
Tambach-Dietharz/Thür. Wald;Siedlung;Gotha;4.000
Tanna;Siedlung;Saale-Orla-Kreis;1.540
Tannroda;Siedlung;Weimarer Land;980
Taubach;Siedlung;Weimar;1.110
Tautenhain;Siedlung;Saale-Holzland-Kreis;940
Teichel;Siedlung;Saalfeld-Rudolstadt;530
Teichwolframsdorf;Siedlung;Greiz;1.370
Teistungen;Siedlung;Eichsfeld;1.640
Thalbürgel;Siedlung;Saale-Holzland-Kreis;710
Thal - Kittelsthal;Siedlung;Wartburgkreis;2.410
Thamsbrück;Siedlung;Unstrut-Hainich-Kreis;940
Themar;Siedlung;Hildburghausen;2.660
Thieschitz;Siedlung;Gera;650
Tiefenort;Siedlung;Wartburgkreis;2.790
Tiefthal;Siedlung;Erfurt;1.100
Tonndorf;Siedlung;Weimarer Land;610
Töppeln;Siedlung;Greiz;720
Töttelstädt;Siedlung;Erfurt;620
Treffurt;Siedlung;Wartburgkreis;2.380
Triebes;Siedlung;Greiz;3.030
Triptis;Siedlung;Saale-Orla-Kreis;3.420
Tüngeda;Siedlung;Wartburgkreis;520
Tüttleben;Siedlung;Gotha;640
Uder;Siedlung;Eichsfeld;2.490
Udersleben;Siedlung;Kyffhäuserkreis;630
Udestedt;Siedlung;Sömmerda;790
Uelleben;Siedlung;Gotha;720
Uhlstädt;Siedlung;Saalfeld-Rudolstadt;1.030
Ulla;Siedlung;Weimarer Land;720
Umpferstedt;Siedlung;Weimarer Land;610
Unterbreizbach;Siedlung;Wartburgkreis;1.910
Unterellen;Siedlung;Wartburgkreis;550
Untermaßfeld;Siedlung;Schmalkalden-Meiningen;1.300
Unterschönau;Siedlung;Schmalkalden-Meiningen;530
Unterweißbach;Siedlung;Saalfeld-Rudolstadt;730
Unterwellenborn;Siedlung;Saalfeld-Rudolstadt;1.980
Unterwirbach;Siedlung;Saalfeld-Rudolstadt;870
Urbach;Siedlung;Nordhausen;910
Urnshausen;Siedlung;Wartburgkreis;630
Utenbach;Siedlung;Weimarer Land;590
Uthleben;Siedlung;Nordhausen;1.080
Vacha;Siedlung;Wartburgkreis;3.260
Vachdorf;Siedlung;Schmalkalden-Meiningen;830
Veilsdorf;Siedlung;Hildburghausen;1.880
Viernau;Siedlung;Schmalkalden-Meiningen;2.020
Vieselbach;Siedlung;Erfurt;2.190
Vogelsberg;Siedlung;Sömmerda;700
Voigtstedt;Siedlung;Kyffhäuserkreis;940
Völkershausen;Siedlung;Wartburgkreis;1.030
Wachstedt;Siedlung;Eichsfeld;500
Waldau;Siedlung;Hildburghausen;850
Walldorf;Siedlung;Schmalkalden-Meiningen;2.170
Walschleben;Siedlung;Sömmerda;1.750
Waltershausen;Siedlung;Gotha;9.220
Wandersleben;Siedlung;Gotha;1.630
Wangenheim;Siedlung;Gotha;680
Warza;Siedlung;Gotha;700
Wasungen;Siedlung;Schmalkalden-Meiningen;3.410
Weberstedt;Siedlung;Unstrut-Hainich-Kreis;590
Weida;Siedlung;Greiz;7.430
Weilar;Siedlung;Wartburgkreis;810
Weimar;Siedlung;Weimar;51.700
Weißenborn;Siedlung;Saale-Holzland-Kreis;1.190
Weißenborn-Lüderode;Siedlung;Eichsfeld;1.290
Weißensee;Siedlung;Sömmerda;2.710
Wendehausen;Siedlung;Unstrut-Hainich-Kreis;810
Wenigenlupnitz;Siedlung;Wartburgkreis;590
Wernburg;Siedlung;Saale-Orla-Kreis;670
Werningshausen;Siedlung;Sömmerda;690
Wernshausen;Siedlung;Schmalkalden-Meiningen;2.070
Westhausen;Siedlung;Gotha;530
Westhausen;Siedlung;Hildburghausen;520
Westhausen;Siedlung;Eichsfeld;670
Wichtshausen;Siedlung;Suhl;510
Wickerstedt;Siedlung;Weimarer Land;740
Wiehe;Siedlung;Kyffhäuserkreis;1.610
Wiesenthal;Siedlung;Wartburgkreis;790
Wildetaube;Siedlung;Greiz;500
Windehausen;Siedlung;Nordhausen;500
Windischenbernsdorf;Siedlung;Gera;2.370
Windischleuba;Siedlung;Altenburger Land;1.280
Wingerode;Siedlung;Eichsfeld;1.230
Wintersdorf;Siedlung;Altenburger Land;1.620
Winterstein;Siedlung;Gotha;870
Wipperdorf;Siedlung;Nordhausen;1.400
Witterda;Siedlung;Sömmerda;1.010
Witzelroda;Siedlung;Wartburgkreis;550
Wogau;Siedlung;Jena;1.180
Wölfis;Siedlung;Gotha;1.480
Wolfsburg-Unkeroda;Siedlung;Wartburgkreis;700
Wolkramshausen;Siedlung;Nordhausen;700
Worbis;Siedlung;Eichsfeld;4.640
Wormstedt;Siedlung;Weimarer Land;520
Wümbach;Siedlung;Ilm-Kreis;640
Wundersleben;Siedlung;Sömmerda;700
Wünschendorf/Elster;Siedlung;Greiz;2.370
Wurzbach;Siedlung;Saale-Orla-Kreis;1.710
Wüstheuterode;Siedlung;Eichsfeld;620
Wutha-Farnroda;Siedlung;Wartburgkreis;4.180
Zella-Mehlis;Siedlung;Schmalkalden-Meiningen;11.100
Zeulenroda;Siedlung;Greiz;10.100
Ziegelheim;Siedlung;Altenburger Land;540
Ziegenrück;Siedlung;Saale-Orla-Kreis;710
Zöllnitz;Siedlung;Saale-Holzland-Kreis;760
