Name;Status;Kreis;Einwohner;Einwohner;Einwohner;Einwohner
;;;Schätzung;Schätzung;Zensus;Schätzung
;;;31.12.95;31.12.01;09.05.11;31.12.15
Temmen-Ringenwalde;Gemeinde;Uckermark;811;762;590;548
Temnitzquell;Gemeinde;Ostprignitz-Ruppin;845;848;783;756
Temnitztal;Gemeinde;Ostprignitz-Ruppin;1.839;1.753;1.460;1.461
Templin;Stadt;Uckermark;18.227;18.085;16.237;16.067
Tettau;Gemeinde;Oberspreewald-Lausitz;1.001;917;839;789
Teupitz;Stadt;Dahme-Spreewald;1.733;1.891;1.801;1.813
Trebbin;Stadt;Teltow-Fläming;8.360;9.133;9.180;9.394
Treplin;Gemeinde;Märkisch-Oderland;382;431;389;377
Treuenbrietzen;Stadt;Potsdam-Mittelmark;9.240;8.760;7.570;7.379
Triglitz;Gemeinde;Prignitz;613;617;504;486
Tröbitz;Gemeinde;Elbe-Elster;1.050;876;755;712
Tschernitz;Gemeinde;Spree-Neiße;1.921;1.781;1.322;1.271
Turnow-Preilack;Gemeinde;Spree-Neiße;1.173;1.290;1.209;1.154
Uckerfelde;Gemeinde;Uckermark;1.173;1.126;1.000;948
Uckerland;Gemeinde;Uckermark;3.876;3.672;2.955;2.740
Uebigau-Wahrenbrück;Stadt;Elbe-Elster;6.922;6.727;5.772;5.462
Unterspreewald;Gemeinde;Dahme-Spreewald;939;906;867;851
Velten;Stadt;Oberhavel;11.136;12.044;11.441;11.766
Vetschau/Spreewald;Stadt;Oberspreewald-Lausitz;11.170;10.470;8.757;8.307
Vielitzsee;Gemeinde;Ostprignitz-Ruppin;545;532;479;463
Vierlinden;Gemeinde;Märkisch-Oderland;1.992;1.566;1.513;1.581
Vogelsang;Gemeinde;Oder-Spree;649;831;765;735
Waldsieversdorf;Gemeinde;Märkisch-Oderland;1.075;913;857;819
Walsleben;Gemeinde;Ostprignitz-Ruppin;922;913;835;812
Wandlitz;Gemeinde;Barnim;15.744;18.859;20.615;22.095
Weisen;Gemeinde;Prignitz;1.177;1.156;1.012;979
Welzow;Stadt;Spree-Neiße;5.795;5.323;3.931;3.645
Wendisch Rietz;Gemeinde;Oder-Spree;1.066;1.337;1.429;1.531
Wenzlow;Gemeinde;Potsdam-Mittelmark;613;639;554;535
Werben;Gemeinde;Spree-Neiße;1.651;1.926;1.733;1.703
Werder (Havel);Stadt;Potsdam-Mittelmark;19.404;22.284;23.196;24.856
Werneuchen;Stadt;Barnim;6.413;7.278;7.918;8.321
Wiesenau;Gemeinde;Oder-Spree;1.267;1.460;1.316;1.270
Wiesenaue;Gemeinde;Havelland;828;832;761;738
Wiesenburg/Mark;Gemeinde;Potsdam-Mittelmark;5.594;5.332;4.584;4.420
Wiesengrund;Gemeinde;Spree-Neiße;1.548;1.696;1.463;1.390
Wildau;Stadt;Dahme-Spreewald;7.697;9.392;9.803;9.978
Wittenberge;Stadt;Prignitz;24.890;21.513;17.792;17.206
Wittstock/Dosse;Stadt;Ostprignitz-Ruppin;20.164;17.674;14.889;14.380
Wollin;Gemeinde;Potsdam-Mittelmark;873;951;912;860
Woltersdorf;Gemeinde;Oder-Spree;5.007;7.003;7.698;8.092
Wriezen;Stadt;Märkisch-Oderland;8.629;8.410;7.544;7.355
Wusterhausen/Dosse;Gemeinde;Ostprignitz-Ruppin;7.097;6.730;6.163;6.013
Wustermark;Gemeinde;Havelland;...;6.967;7.863;8.683
Wusterwitz;Gemeinde;Potsdam-Mittelmark;2.809;3.083;3.097;3.029
Zechin;Gemeinde;Märkisch-Oderland;851;837;693;638
Zehdenick;Stadt;Oberhavel;16.077;15.206;13.619;13.409
Zernitz-Lohm;Gemeinde;Ostprignitz-Ruppin;1.087;996;895;873
Zeschdorf;Gemeinde;Märkisch-Oderland;1.200;1.454;1.293;1.242
Zeuthen;Gemeinde;Dahme-Spreewald;7.923;9.646;10.492;11.106
Zichow;Gemeinde;Uckermark;647;664;626;583
Ziesar;Stadt;Potsdam-Mittelmark;3.028;2.930;2.528;2.451
Ziethen;Gemeinde;Barnim;493;485;456;449
Ziltendorf;Gemeinde;Oder-Spree;1.499;1.654;1.598;1.570
Zossen;Stadt;Teltow-Fläming;13.087;16.414;17.267;17.905
