Name;Status;Kreis;Einwohner
;;;Zensus
;;;09.05.11
Engstlatt;Siedlung;Zollernalbkreis;1.840
Eningen unter Achalm;Siedlung;Reutlingen;10.400
Ennabeuren;Siedlung;Alb-Donau-Kreis;1.050
Ensingen;Siedlung;Ludwigsburg;2.350
Enslingen;Siedlung;Schwäbisch Hall;680
Entringen;Siedlung;Tübingen;3.530
Enzberg;Siedlung;Enzkreis;3.640
Enzklösterle;Siedlung;Calw;1.000
Enzweihingen;Siedlung;Ludwigsburg;3.540
Epfenbach;Siedlung;Rhein-Neckar-Kreis;2.460
Epfendorf;Siedlung;Rottweil;1.550
Eppelheim;Siedlung;Rhein-Neckar-Kreis;14.600
Eppingen;Siedlung;Heilbronn;10.400
Erbach;Siedlung;Alb-Donau-Kreis;6.420
Erbstetten;Siedlung;Rems-Murr-Kreis;1.410
Erdmannhausen;Siedlung;Ludwigsburg;4.630
Erdmannsweiler - Burgberg;Siedlung;Schwarzwald-Baar-Kreis;1.320
Ergenzingen;Siedlung;Tübingen;3.920
Eriskirch;Siedlung;Bodenseekreis;1.080
Erkenbrechtsweiler;Siedlung;Esslingen;2.090
Erlach;Siedlung;Ortenaukreis;840
Erlaheim;Siedlung;Zollernalbkreis;780
Erlenbach;Siedlung;Heilbronn;4.880
Erlenmoos;Siedlung;Biberach;940
Erligheim;Siedlung;Ludwigsburg;2.620
Ermingen;Siedlung;Ulm;1.160
Ernsbach;Siedlung;Hohenlohekreis;970
Erolzheim;Siedlung;Biberach;2.720
Erpfingen;Siedlung;Reutlingen;1.120
Ersingen;Siedlung;Enzkreis;3.820
Ersingen;Siedlung;Alb-Donau-Kreis;1.130
Ertingen;Siedlung;Biberach;4.040
Erzingen;Siedlung;Waldshut;3.310
Erzingen;Siedlung;Zollernalbkreis;750
Eschach;Siedlung;Ostalbkreis;1.470
Eschbach;Siedlung;Breisgau-Hochschwarzwald;2.290
Eschbach;Siedlung;Breisgau-Hochschwarzwald;820
Eschelbach;Siedlung;Rhein-Neckar-Kreis;2.210
Eschelbronn;Siedlung;Rhein-Neckar-Kreis;2.540
Eschenbach;Siedlung;Göppingen;2.130
Esenhausen;Siedlung;Ravensburg;500
Espasingen;Siedlung;Konstanz;660
Esseratsweiler;Siedlung;Ravensburg;740
Essingen;Siedlung;Ostalbkreis;5.170
Esslingen am Neckar;Siedlung;Esslingen;80.200
Ettenheim;Siedlung;Ortenaukreis;8.200
Ettenheimmünster - Münchweier;Siedlung;Ortenaukreis;2.430
Ettenheimweiler;Siedlung;Ortenaukreis;500
Ettenkirch - Waltenweiler;Siedlung;Bodenseekreis;930
Ettishofen;Siedlung;Ravensburg;560
Ettlenschieß;Siedlung;Alb-Donau-Kreis;510
Ettlingen;Siedlung;Karlsruhe;22.400
Etzenrot;Siedlung;Karlsruhe;1.620
Eubigheim;Siedlung;Main-Tauber-Kreis;670
Eutendorf;Siedlung;Schwäbisch Hall;590
Eutingen im Gäu;Siedlung;Freudenstadt;2.150
Ewattingen;Siedlung;Waldshut;770
Eybach;Siedlung;Göppingen;1.450
Fachsenfeld;Siedlung;Ostalbkreis;3.560
Fahrenbach;Siedlung;Neckar-Odenwald-Kreis;1.290
Feldberg;Siedlung;Breisgau-Hochschwarzwald;560
Feldkirch;Siedlung;Breisgau-Hochschwarzwald;790
Feldrennach;Siedlung;Enzkreis;1.790
Feldstetten;Siedlung;Alb-Donau-Kreis;1.180
Fellbach;Siedlung;Rems-Murr-Kreis;43.500
Felldorf;Siedlung;Tübingen;780
Fichtenberg;Siedlung;Schwäbisch Hall;2.230
Fischbach;Siedlung;Schwarzwald-Baar-Kreis;1.110
Fischbach;Siedlung;Biberach;650
Fischerbach;Siedlung;Ortenaukreis;1.340
Fischingen;Siedlung;Lörrach;690
Fischingen;Siedlung;Rottweil;790
Flacht;Siedlung;Böblingen;3.020
Flehingen;Siedlung;Karlsruhe;3.610
Flein;Siedlung;Heilbronn;6.400
Fleischwangen;Siedlung;Ravensburg;640
Flinsbach;Siedlung;Rhein-Neckar-Kreis;600
Flözlingen;Siedlung;Rottweil;680
Fluorn-Winzeln;Siedlung;Rottweil;2.980
Forbach;Siedlung;Rastatt;2.800
Forchheim;Siedlung;Emmendingen;1.310
Forchtenberg;Siedlung;Hohenlohekreis;2.090
Fornsbach;Siedlung;Rems-Murr-Kreis;1.350
Forst;Siedlung;Karlsruhe;7.680
Frauenweiler;Siedlung;Rhein-Neckar-Kreis;2.100
Frauenzimmern;Siedlung;Heilbronn;950
Freiberg am Neckar;Siedlung;Ludwigsburg;15.400
Freiburg im Breisgau;Siedlung;Freiburg im Breisgau;194.600
Freiolsheim;Siedlung;Rastatt;560
Freistett;Siedlung;Ortenaukreis;3.970
Freudenberg;Siedlung;Main-Tauber-Kreis;2.170
Freudenstadt;Siedlung;Freudenstadt;14.900
Freudental;Siedlung;Ludwigsburg;2.360
Frickenhausen;Siedlung;Esslingen;4.830
Frickingen;Siedlung;Bodenseekreis;1.410
Fridingen an der Donau;Siedlung;Tuttlingen;3.070
Friedenweiler;Siedlung;Breisgau-Hochschwarzwald;570
Friedingen;Siedlung;Konstanz;1.420
Friedrichsfeld;Siedlung;Mannheim;5.250
Friedrichshafen;Siedlung;Bodenseekreis;44.400
Friedrichstal;Siedlung;Karlsruhe;4.990
Friesenheim;Siedlung;Ortenaukreis;7.100
Friesenhofen;Siedlung;Ravensburg;570
Friolzheim;Siedlung;Enzkreis;3.590
Frittlingen;Siedlung;Tuttlingen;2.060
Frohnstetten;Siedlung;Sigmaringen;1.090
Fronhofen;Siedlung;Ravensburg;960
Fulgenstadt;Siedlung;Sigmaringen;660
Füramoos;Siedlung;Biberach;630
Fürfeld;Siedlung;Heilbronn;1.500
Furtwangen im Schwarzwald;Siedlung;Schwarzwald-Baar-Kreis;6.750
Fußbach;Siedlung;Ortenaukreis;650
Fützen;Siedlung;Schwarzwald-Baar-Kreis;650
Gächingen;Siedlung;Reutlingen;760
Gaggenau;Siedlung;Rastatt;21.800
Gaiberg;Siedlung;Rhein-Neckar-Kreis;2.330
Gaienhofen;Siedlung;Konstanz;1.600
Gaildorf;Siedlung;Schwäbisch Hall;6.460
Gailenkirchen;Siedlung;Schwäbisch Hall;1.070
Gailingen am Hochrhein;Siedlung;Konstanz;2.700
Gaisbach;Siedlung;Hohenlohekreis;1.450
Gaisbeuren;Siedlung;Ravensburg;1.250
Gamburg;Siedlung;Main-Tauber-Kreis;640
Gammelshausen;Siedlung;Göppingen;1.440
Gammertingen;Siedlung;Sigmaringen;4.640
Gamshurst;Siedlung;Ortenaukreis;1.520
Gärtringen;Siedlung;Böblingen;9.860
Gauangelloch;Siedlung;Rhein-Neckar-Kreis;2.100
Gauselfingen;Siedlung;Zollernalbkreis;1.060
Gebersheim;Siedlung;Böblingen;2.280
Gebrazhofen;Siedlung;Ravensburg;550
Gechingen;Siedlung;Calw;3.310
Geisingen;Siedlung;Tuttlingen;2.750
Geislingen;Siedlung;Zollernalbkreis;4.180
Geislingen an der Steige;Siedlung;Göppingen;21.600
Geißlingen;Siedlung;Waldshut;970
Gellmersbach;Siedlung;Heilbronn;890
Gemmingen;Siedlung;Heilbronn;3.480
Gemmrigheim;Siedlung;Ludwigsburg;3.830
Gengenbach;Siedlung;Ortenaukreis;6.670
Genkingen;Siedlung;Reutlingen;2.200
Gerabronn;Siedlung;Schwäbisch Hall;2.620
Gerchsheim;Siedlung;Main-Tauber-Kreis;1.440
Gerhausen;Siedlung;Alb-Donau-Kreis;1.910
Gerichtstetten;Siedlung;Neckar-Odenwald-Kreis;610
Gerlachsheim;Siedlung;Main-Tauber-Kreis;1.700
Gerlingen;Siedlung;Ludwigsburg;18.500
Gernsbach;Siedlung;Rastatt;10.800
Gersbach;Siedlung;Lörrach;630
Gerstetten;Siedlung;Heidenheim;6.020
Giengen an der Brenz;Siedlung;Heidenheim;14.600
Gingen an der Fils;Siedlung;Göppingen;4.300
Gissigheim;Siedlung;Main-Tauber-Kreis;640
Glashütte;Siedlung;Böblingen;660
Glatt;Siedlung;Rottweil;570
Glatten;Siedlung;Freudenstadt;1.900
Glems;Siedlung;Reutlingen;990
Gnadental;Siedlung;Schwäbisch Hall;500
Gniebel;Siedlung;Reutlingen;1.290
Göbrichen;Siedlung;Enzkreis;2.080
Gochsen;Siedlung;Heilbronn;1.660
Gochsheim;Siedlung;Karlsruhe;1.610
Göggingen;Siedlung;Ostalbkreis;2.060
Göggingen;Siedlung;Sigmaringen;860
Goldbach;Siedlung;Schwäbisch Hall;980
Goldscheuer;Siedlung;Ortenaukreis;2.630
Göllsdorf;Siedlung;Rottweil;1.680
Gomadingen;Siedlung;Reutlingen;1.140
Gomaringen;Siedlung;Tübingen;8.160
Gommersdorf;Siedlung;Hohenlohekreis;680
Gondelsheim;Siedlung;Karlsruhe;3.280
Gönningen;Siedlung;Reutlingen;3.620
Göppingen;Siedlung;Göppingen;45.200
Görwihl;Siedlung;Waldshut;1.330
Gosbach;Siedlung;Göppingen;1.430
Gosheim;Siedlung;Tuttlingen;3.860
Göttelfingen;Siedlung;Freudenstadt;920
Gottenheim;Siedlung;Breisgau-Hochschwarzwald;2.580
Göttingen;Siedlung;Alb-Donau-Kreis;1.020
Gottmadingen;Siedlung;Konstanz;7.360
Götzingen;Siedlung;Neckar-Odenwald-Kreis;1.010
Graben-Neudorf;Siedlung;Karlsruhe;11.500
Grabenstetten;Siedlung;Reutlingen;1.530
Grafenberg;Siedlung;Reutlingen;2.610
Grafenhausen;Siedlung;Waldshut;1.420
Grafenhausen;Siedlung;Ortenaukreis;2.330
Grantschen;Siedlung;Heilbronn;760
Grauelsbaum;Siedlung;Rastatt;530
Greffern;Siedlung;Rastatt;1.950
Grenzach;Siedlung;Lörrach;6.490
Griesheim;Siedlung;Ortenaukreis;1.820
Griesingen;Siedlung;Alb-Donau-Kreis;1.020
Grießen;Siedlung;Waldshut;1.810
Grißheim;Siedlung;Breisgau-Hochschwarzwald;1.290
Grömbach;Siedlung;Freudenstadt;650
Grombach;Siedlung;Heilbronn;1.230
Gröningen;Siedlung;Schwäbisch Hall;890
Großaltdorf;Siedlung;Schwäbisch Hall;1.380
Großaltdorf;Siedlung;Schwäbisch Hall;940
Großbettlingen;Siedlung;Esslingen;4.170
Großbottwar;Siedlung;Ludwigsburg;5.830
Großdeinbach;Siedlung;Ostalbkreis;2.000
Großeicholzheim;Siedlung;Neckar-Odenwald-Kreis;1.340
Grosselfingen;Siedlung;Zollernalbkreis;2.110
Großerlach;Siedlung;Rems-Murr-Kreis;670
Großglattbach;Siedlung;Enzkreis;1.270
Großheppach;Siedlung;Rems-Murr-Kreis;4.160
Großingersheim;Siedlung;Ludwigsburg;4.790
Großkuchen;Siedlung;Heidenheim;1.170
Großrinderfeld;Siedlung;Main-Tauber-Kreis;1.520
Großsachsen;Siedlung;Rhein-Neckar-Kreis;2.970
Großvillars;Siedlung;Karlsruhe;970
Großweier;Siedlung;Ortenaukreis;1.480
Grötzingen;Siedlung;Esslingen;4.840
Grötzingen;Siedlung;Karlsruhe Stadt;9.470
Gruibingen;Siedlung;Göppingen;2.050
Grunbach;Siedlung;Enzkreis;1.590
Gründelhardt;Siedlung;Schwäbisch Hall;1.300
Grunern;Siedlung;Breisgau-Hochschwarzwald;890
Grunholz;Siedlung;Waldshut;560
Grüningen;Siedlung;Schwarzwald-Baar-Kreis;730
Grünkraut;Siedlung;Ravensburg;2.150
Grünmettstetten;Siedlung;Freudenstadt;830
Grünsfeld;Siedlung;Main-Tauber-Kreis;2.200
Grüntal;Siedlung;Freudenstadt;620
Grünwettersbach;Siedlung;Karlsruhe Stadt;5.830
Gruol;Siedlung;Zollernalbkreis;1.680
Gschlachtenbretzingen;Siedlung;Schwäbisch Hall;830
Gschwend;Siedlung;Ostalbkreis;1.970
Güglingen;Siedlung;Heilbronn;4.080
Gültlingen;Siedlung;Calw;1.870
Gültstein;Siedlung;Böblingen;3.220
Gündelbach;Siedlung;Ludwigsburg;1.160
Gundelfingen;Siedlung;Breisgau-Hochschwarzwald;10.900
Gundelsheim;Siedlung;Heilbronn;4.020
Gündelwangen;Siedlung;Waldshut;540
Gündlingen;Siedlung;Breisgau-Hochschwarzwald;1.670
Gündringen;Siedlung;Calw;800
Gunningen;Siedlung;Tuttlingen;700
Günterstal;Siedlung;Freiburg im Breisgau;1.750
Gurtweil;Siedlung;Waldshut;1.540
Gussenstadt;Siedlung;Heidenheim;1.450
Gutach im Breisgau;Siedlung;Emmendingen;1.510
Gutach (Schwarzwaldbahn);Siedlung;Ortenaukreis;1.330
Gütenbach;Siedlung;Schwarzwald-Baar-Kreis;830
Gutenberg;Siedlung;Esslingen;680
Gutenstein;Siedlung;Sigmaringen;500
Gutenzell;Siedlung;Biberach;720
Gutmadingen;Siedlung;Tuttlingen;790
Guttenbach;Siedlung;Neckar-Odenwald-Kreis;600
Güttingen;Siedlung;Konstanz;1.260
Haag;Siedlung;Rhein-Neckar-Kreis;940
Haberschlacht;Siedlung;Heilbronn;510
Häfnerhaslach;Siedlung;Ludwigsburg;650
Hägelberg;Siedlung;Lörrach;640
Hagelloch;Siedlung;Tübingen;1.650
Hagnau am Bodensee;Siedlung;Bodenseekreis;1.350
Haidgau;Siedlung;Ravensburg;770
Haigerloch;Siedlung;Zollernalbkreis;2.020
Hailfingen;Siedlung;Tübingen;1.580
Haisterkirch;Siedlung;Ravensburg;820
Haiterbach;Siedlung;Calw;3.220
Halberstung;Siedlung;Rastatt;630
Hamberg;Siedlung;Enzkreis;980
Hambrücken;Siedlung;Karlsruhe;5.490
Hänner;Siedlung;Waldshut;1.120
Hanweiler;Siedlung;Rems-Murr-Kreis;590
Happenbach;Siedlung;Heilbronn;730
Hard;Siedlung;Emmendingen;520
Hardheim;Siedlung;Neckar-Odenwald-Kreis;4.420
Hardt;Siedlung;Rottweil;2.330
Hardt;Siedlung;Esslingen;880
Hardtbuck-Siedlung;Siedlung;Ostalbkreis;560
Hardtwaldsiedlung;Siedlung;Rhein-Neckar-Kreis;650
Harpolingen;Siedlung;Waldshut;630
Hart;Siedlung;Zollernalbkreis;520
Harthausen;Siedlung;Esslingen;4.190
Harthausen;Siedlung;Rottweil;600
Harthausen (Harthausen auf der Scher);Siedlung;Zollernalbkreis;1.450
Hartheim;Siedlung;Zollernalbkreis;880
Hartheim am Rhein;Siedlung;Breisgau-Hochschwarzwald;2.740
Hasel;Siedlung;Lörrach;1.040
Haslach;Siedlung;Böblingen;1.670
Haslach;Siedlung;Ortenaukreis;840
Häslach;Siedlung;Reutlingen;1.630
Haslach;Siedlung;Biberach;850
Haslach;Siedlung;Ravensburg;630
Haslach im Kinzigtal;Siedlung;Ortenaukreis;5.610
Haßmersheim;Siedlung;Neckar-Odenwald-Kreis;3.590
Hattenhofen;Siedlung;Göppingen;2.880
Hattingen;Siedlung;Tuttlingen;730
Haubersbronn;Siedlung;Rems-Murr-Kreis;3.160
Haueneberstein;Siedlung;Baden-Baden;4.030
Hauerz;Siedlung;Ravensburg;660
Hausach;Siedlung;Ortenaukreis;5.180
Hausen (Hausen an der Zaber);Siedlung;Heilbronn;1.900
Hausen (Hausen ob Urspring);Siedlung;Alb-Donau-Kreis;530
Hausen (Hausen am Andelsbach);Siedlung;Sigmaringen;770
Hausen an der Aach;Siedlung;Konstanz;660
Hausen an der Fils;Siedlung;Göppingen;820
Hausen an der Möhlin;Siedlung;Breisgau-Hochschwarzwald;1.520
Hausen an der Würm (Buch);Siedlung;Böblingen;900
Hausen im Killertal - Starzeln;Siedlung;Zollernalbkreis;1.430
Hausen im Wiesental;Siedlung;Lörrach;2.330
Hausen ob Rottweil;Siedlung;Rottweil;940
Hausen ob Verena;Siedlung;Tuttlingen;740
Hausen vor Wald;Siedlung;Schwarzwald-Baar-Kreis;510
Häusern;Siedlung;Waldshut;1.230
Hayingen;Siedlung;Reutlingen;1.160
Hechingen;Siedlung;Zollernalbkreis;13.000
Hecklingen;Siedlung;Emmendingen;860
Heddesheim;Siedlung;Rhein-Neckar-Kreis;10.800
Hefigkofen;Siedlung;Bodenseekreis;550
Hegenberg;Siedlung;Bodenseekreis;700
Hegenlohe;Siedlung;Esslingen;1.290
Hegnach;Siedlung;Rems-Murr-Kreis;4.400
Hegne;Siedlung;Konstanz;640
Heide;Siedlung;Ostalbkreis;1.490
Heidelberg;Siedlung;Heidelberg;145.100
Heidelsheim;Siedlung;Karlsruhe;4.500
Heidenheim an der Brenz;Siedlung;Heidenheim;43.000
Heidersbach;Siedlung;Neckar-Odenwald-Kreis;650
Heilbronn;Siedlung;Heilbronn Stadt;104.700
Heiligenberg;Siedlung;Bodenseekreis;1.530
Heiligenbronn;Siedlung;Rottweil;500
Heiligenzell;Siedlung;Ortenaukreis;1.210
Heiligenzimmern;Siedlung;Zollernalbkreis;850
Heiligkreuzsteinach;Siedlung;Rhein-Neckar-Kreis;1.380
Heimbach;Siedlung;Emmendingen;1.120
Heimerdingen;Siedlung;Ludwigsburg;3.350
Heimsheim;Siedlung;Enzkreis;4.540
Heiningen;Siedlung;Göppingen;5.030
Heinsheim;Siedlung;Heilbronn;1.520
Heinstetten;Siedlung;Zollernalbkreis;970
Heitersheim;Siedlung;Breisgau-Hochschwarzwald;5.390
Heldenfingen;Siedlung;Heidenheim;980
Helmhof;Siedlung;Rhein-Neckar-Kreis;590
Helmlingen;Siedlung;Ortenaukreis;850
Helmsheim;Siedlung;Karlsruhe;2.170
Helmstadt;Siedlung;Rhein-Neckar-Kreis;2.130
Hemmendorf;Siedlung;Tübingen;830
Hemmingen;Siedlung;Ludwigsburg;7.200
Hemsbach;Siedlung;Rhein-Neckar-Kreis;11.800
Hemsbach (Weinheim);Siedlung;Rhein-Neckar-Kreis;640
Hengen;Siedlung;Reutlingen;870
Hengstfeld;Siedlung;Schwäbisch Hall;570
Hepbach;Siedlung;Bodenseekreis;550
Heppenschwand;Siedlung;Waldshut;500
Hepsisau;Siedlung;Esslingen;720
Herbertingen;Siedlung;Sigmaringen;3.060
Herbolzheim;Siedlung;Emmendingen;6.730
Herbolzheim;Siedlung;Heilbronn;1.610
Herbrechtingen;Siedlung;Heidenheim;8.770
Herdwangen;Siedlung;Sigmaringen;1.010
Herlazhofen;Siedlung;Ravensburg;690
Herlikofen;Siedlung;Ostalbkreis;3.260
Hermaringen;Siedlung;Heidenheim;2.180
Herrenberg;Siedlung;Böblingen;14.200
Herrenzimmern;Siedlung;Rottweil;1.600
Herrischried;Siedlung;Waldshut;950
Herten;Siedlung;Lörrach;4.500
Hertingen;Siedlung;Lörrach;570
Hertmannsweiler;Siedlung;Rems-Murr-Kreis;2.050
Herzogsweiler;Siedlung;Freudenstadt;680
Hesselhurst;Siedlung;Ortenaukreis;840
Hessental;Siedlung;Schwäbisch Hall;5.980
Hessigheim;Siedlung;Ludwigsburg;2.230
Hettigenbeuern;Siedlung;Neckar-Odenwald-Kreis;530
Hettingen;Siedlung;Sigmaringen;820
Hettingen;Siedlung;Neckar-Odenwald-Kreis;2.500
Heubach;Siedlung;Ostalbkreis;8.370
Heuchlingen;Siedlung;Ostalbkreis;1.710
Heuchlingen;Siedlung;Heidenheim;870
Heudorf bei Mengen;Siedlung;Sigmaringen;540
Heuweiler;Siedlung;Breisgau-Hochschwarzwald;990
Hildrizhausen;Siedlung;Böblingen;3.500
Hilsbach;Siedlung;Rhein-Neckar-Kreis;1.930
Hilzingen;Siedlung;Konstanz;3.760
Hinterzarten;Siedlung;Breisgau-Hochschwarzwald;1.780
Hirrlingen;Siedlung;Tübingen;2.970
Hirrweiler;Siedlung;Heilbronn;500
Hirsau;Siedlung;Calw;1.580
Hirschau;Siedlung;Tübingen;3.110
Hirschlanden;Siedlung;Ludwigsburg;5.390
Hochberg;Siedlung;Ludwigsburg;3.300
Hochdorf;Siedlung;Esslingen;4.230
Hochdorf;Siedlung;Biberach;840
Hochdorf;Siedlung;Ludwigsburg;2.010
Hochdorf;Siedlung;Calw;2.050
Hochdorf an der Enz;Siedlung;Ludwigsburg;2.810
Hochemmingen;Siedlung;Schwarzwald-Baar-Kreis;1.200
Höchenschwand;Siedlung;Waldshut;1.270
Hochhausen;Siedlung;Main-Tauber-Kreis;700
Hochhausen;Siedlung;Neckar-Odenwald-Kreis;710
Hochmössingen;Siedlung;Rottweil;1.290
Hochsal;Siedlung;Waldshut;550
Höchstberg;Siedlung;Heilbronn;750
Hochstetten;Siedlung;Breisgau-Hochschwarzwald;620
Hochwang;Siedlung;Esslingen;640
Hockenheim;Siedlung;Rhein-Neckar-Kreis;20.600
Hödingen;Siedlung;Bodenseekreis;560
Hofen;Siedlung;Ludwigsburg;760
Höfen;Siedlung;Rems-Murr-Kreis;1.160
Höfen an der Enz;Siedlung;Calw;1.610
Höfendorf;Siedlung;Zollernalbkreis;520
Hoffenheim;Siedlung;Rhein-Neckar-Kreis;3.110
Höfingen;Siedlung;Böblingen;6.500
Hofstetten;Siedlung;Ortenaukreis;1.340
Hof und Lembach;Siedlung;Ludwigsburg;570
Hofweier;Siedlung;Ortenaukreis;3.170
Hohebach;Siedlung;Hohenlohekreis;540
Hohengehren;Siedlung;Esslingen;2.380
Hohenhaslach;Siedlung;Ludwigsburg;2.200
Hohenklingen;Siedlung;Enzkreis;1.600
Hohenmemmingen;Siedlung;Heidenheim;1.300
Hohenstadt;Siedlung;Göppingen;600
Hohenstadt;Siedlung;Ostalbkreis;610
Hohenstaufen;Siedlung;Göppingen;1.040
Hohenstein;Siedlung;Ludwigsburg;520
Hohentengen;Siedlung;Sigmaringen;2.230
Hohentengen am Hochrhein;Siedlung;Waldshut;2.200
Hohenwart;Siedlung;Pforzheim;1.670
Hohenwetterbach;Siedlung;Karlsruhe Stadt;2.910
Höllstein;Siedlung;Lörrach;1.850
Holzbronn;Siedlung;Calw;690
Holzelfingen;Siedlung;Reutlingen;1.300
Holzen;Siedlung;Lörrach;570
Holzgerlingen;Siedlung;Böblingen;12.100
Holzhausen;Siedlung;Breisgau-Hochschwarzwald;2.170
Holzhausen;Siedlung;Rottweil;980
Holzmaden;Siedlung;Esslingen;2.080
Honau;Siedlung;Ortenaukreis;620
Hondingen;Siedlung;Schwarzwald-Baar-Kreis;590
Honhardt;Siedlung;Schwäbisch Hall;1.330
Hopfau;Siedlung;Rottweil;530
Höpfigheim;Siedlung;Ludwigsburg;2.220
Höpfingen;Siedlung;Neckar-Odenwald-Kreis;2.420
Hoppetenzell;Siedlung;Konstanz;500
Horb am Neckar;Siedlung;Freudenstadt;8.060
Horben;Siedlung;Breisgau-Hochschwarzwald;580
Hörenhausen;Siedlung;Biberach;530
Horgen;Siedlung;Rottweil;650
Horgenzell;Siedlung;Ravensburg;660
Horheim;Siedlung;Waldshut;1.950
Horn;Siedlung;Konstanz;1.140
Hornberg;Siedlung;Ortenaukreis;2.960
Horrenberg;Siedlung;Rhein-Neckar-Kreis;2.740
Horrheim;Siedlung;Ludwigsburg;2.530
Hörschweiler;Siedlung;Freudenstadt;660
Hörvelsingen;Siedlung;Alb-Donau-Kreis;610
Hossingen;Siedlung;Zollernalbkreis;730
Hoßkirch;Siedlung;Ravensburg;590
Hößlinsülz;Siedlung;Heilbronn;730
Hößlinswart;Siedlung;Rems-Murr-Kreis;680
Hottingen;Siedlung;Waldshut;510
Huchenfeld;Siedlung;Pforzheim;4.150
Hüffenhardt;Siedlung;Neckar-Odenwald-Kreis;1.450
Hüfingen;Siedlung;Schwarzwald-Baar-Kreis;4.980
Hügelheim;Siedlung;Breisgau-Hochschwarzwald;1.390
Hügelsheim;Siedlung;Rastatt;3.000
Hugsweier;Siedlung;Ortenaukreis;1.390
Hülben;Siedlung;Reutlingen;2.800
Hülen;Siedlung;Ostalbkreis;600
Hundersingen;Siedlung;Sigmaringen;950
Hundheim;Siedlung;Main-Tauber-Kreis;680
Hürbel;Siedlung;Biberach;590
Hürben;Siedlung;Heidenheim;1.050
Hüsingen;Siedlung;Lörrach;560
Hussenhofen;Siedlung;Ostalbkreis;1.920
Hütten;Siedlung;Schwäbisch Hall;540
Huttenheim;Siedlung;Karlsruhe;2.360
Hüttisheim;Siedlung;Alb-Donau-Kreis;1.150
Hüttlingen;Siedlung;Ostalbkreis;4.960
Huzenbach;Siedlung;Freudenstadt;500
Ichenheim;Siedlung;Ortenaukreis;2.990
Iffezheim;Siedlung;Rastatt;4.620
Igersheim;Siedlung;Main-Tauber-Kreis;4.420
Iggingen;Siedlung;Ostalbkreis;2.090
Ihringen;Siedlung;Breisgau-Hochschwarzwald;4.580
Illerrieden;Siedlung;Alb-Donau-Kreis;2.280
Illingen;Siedlung;Enzkreis;6.260
Illmensee;Siedlung;Sigmaringen;750
Ilsfeld;Siedlung;Heilbronn;4.980
Ilshofen;Siedlung;Schwäbisch Hall;3.230
Ilvesheim;Siedlung;Rhein-Neckar-Kreis;8.430
Immendingen;Siedlung;Tuttlingen;3.330
Immenhausen;Siedlung;Tübingen;640
Immenstaad am Bodensee;Siedlung;Bodenseekreis;5.320
Impfingen;Siedlung;Main-Tauber-Kreis;950
Ingelfingen;Siedlung;Hohenlohekreis;2.840
Ingerkingen;Siedlung;Biberach;1.200
Ingoldingen;Siedlung;Biberach;810
Inneringen;Siedlung;Sigmaringen;890
Inzigkofen;Siedlung;Sigmaringen;1.320
Inzlingen;Siedlung;Lörrach;2.460
Iptingen;Siedlung;Enzkreis;1.050
Irndorf;Siedlung;Tuttlingen;720
Irslingen;Siedlung;Rottweil;900
Isingen;Siedlung;Zollernalbkreis;590
Isny im Allgäu;Siedlung;Ravensburg;8.690
Ispringen;Siedlung;Enzkreis;5.900
Istein;Siedlung;Lörrach;1.250
Ittendorf;Siedlung;Bodenseekreis;500
Ittersbach;Siedlung;Karlsruhe;2.860
Ittlingen;Siedlung;Heilbronn;2.330
Itzelberg;Siedlung;Heidenheim;680
Iznang;Siedlung;Konstanz;770
Jagstfeld;Siedlung;Heilbronn;3.850
Jagsthausen;Siedlung;Heilbronn;1.050
Jagstheim;Siedlung;Schwäbisch Hall;1.480
Jagstzell;Siedlung;Ostalbkreis;1.740
Jebenhausen;Siedlung;Göppingen;4.090
Jechtingen;Siedlung;Emmendingen;1.110
Jestetten;Siedlung;Waldshut;3.820
Jettenburg;Siedlung;Tübingen;1.070
Jettingen;Siedlung;Böblingen;7.270
Jöhlingen;Siedlung;Karlsruhe;5.350
Jungingen;Siedlung;Zollernalbkreis;1.410
Jungingen;Siedlung;Ulm;3.140
Jungnau;Siedlung;Sigmaringen;690
Justingen;Siedlung;Alb-Donau-Kreis;550
Kadelburg;Siedlung;Waldshut;1.800
Kaisersbach;Siedlung;Rems-Murr-Kreis;1.080
Kälbertshausen;Siedlung;Neckar-Odenwald-Kreis;520
Kallenberg;Siedlung;Ludwigsburg;1.220
Kaltbrunn;Siedlung;Konstanz;670
Kammgarnspinnerei;Siedlung;Ludwigsburg;510
Kandern;Siedlung;Lörrach;3.980
Kapfenhardt;Siedlung;Calw;690
Kappel;Siedlung;Breisgau-Hochschwarzwald;750
Kappel;Siedlung;Schwarzwald-Baar-Kreis;970
Kappel am Rhein;Siedlung;Ortenaukreis;2.430
Kappelrodeck;Siedlung;Ortenaukreis;5.420
Kappel - Sattelbach;Siedlung;Ravensburg;680
Kappishäusern;Siedlung;Esslingen;520
Karlsdorf;Siedlung;Karlsruhe;6.010
Karlsruhe;Siedlung;Karlsruhe Stadt;263.100
Kau;Siedlung;Bodenseekreis;1.650
Kayh - Mönchberg;Siedlung;Böblingen;2.430
Kehl;Siedlung;Ortenaukreis;17.400
Kemnat;Siedlung;Esslingen;4.710
Kenzingen;Siedlung;Emmendingen;6.930
Kerkingen;Siedlung;Ostalbkreis;670
Ketsch;Siedlung;Rhein-Neckar-Kreis;12.400
Kiebingen;Siedlung;Tübingen;2.030
