Name;Status;Einwohner
;;Zensus
;;09.05.11
Merzig-Wadern;Landkreis;103.636
Neunkirchen;Landkreis;135.531
Regionalverband SaarbrŸcken;Landkreis;327.065
Saarlouis;Landkreis;197.877
Saarpfalz-Kreis;Landkreis;145.394
St. Wendel;Landkreis;90.120
Saarland;Bundesland;999.623
