Name;Status;Kreis;Einwohner;Einwohner;Einwohner;Einwohner
;;;Schätzung;Schätzung;Zensus;Schätzung
;;;31.12.95;31.12.01;09.05.11;31.12.15
Hohenfelde;Gemeinde;Landkreis Rostock;512;766;841;812
Hohenkirchen;Gemeinde;Nordwestmecklenburg;1.473;1.586;1.315;1.390
Hohenmocker;Gemeinde;Mecklenburgische Seenplatte;654;634;534;452
Hohen Pritz;Gemeinde;Ludwigslust-Parchim;507;528;378;373
Hohen Sprenz;Gemeinde;Landkreis Rostock;520;531;507;549
Hohen Viecheln;Gemeinde;Nordwestmecklenburg;631;672;657;640
Hohen Wangelin;Gemeinde;Mecklenburgische Seenplatte;1.019;807;616;597
Hohenzieritz;Gemeinde;Mecklenburgische Seenplatte;603;634;483;494
Holdorf;Gemeinde;Nordwestmecklenburg;339;409;405;394
Holldorf;Gemeinde;Mecklenburgische Seenplatte;444;893;788;806
Holthusen;Gemeinde;Ludwigslust-Parchim;709;870;862;889
Hoort;Gemeinde;Ludwigslust-Parchim;513;631;564;590
Hoppenrade;Gemeinde;Landkreis Rostock;776;842;676;656
Hornstorf;Gemeinde;Nordwestmecklenburg;906;1.149;1.068;1.078
Hugoldsdorf;Gemeinde;Vorpommern-Rügen;230;172;143;128
Hülseburg;Gemeinde;Ludwigslust-Parchim;162;173;165;154
Insel Hiddensee;Gemeinde;Vorpommern-Rügen;1.274;1.173;995;1.002
Insel Poel;Gemeinde;Nordwestmecklenburg;2.825;2.886;2.561;2.497
Iven;Gemeinde;Vorpommern-Greifswald;253;242;188;184
Ivenack;Gemeinde;Mecklenburgische Seenplatte;955;963;893;868
Jabel;Gemeinde;Mecklenburgische Seenplatte;623;700;640;633
Jakobsdorf;Gemeinde;Vorpommern-Rügen;571;566;472;487
Jarmen;Stadt;Vorpommern-Greifswald;3.626;3.519;3.122;3.015
Jatznick;Gemeinde;Vorpommern-Greifswald;3.012;2.867;2.414;2.278
Jesendorf;Gemeinde;Nordwestmecklenburg;545;469;458;469
Jördenstorf;Gemeinde;Landkreis Rostock;1.506;1.301;914;998
Jürgenshagen;Gemeinde;Landkreis Rostock;1.186;1.228;1.081;1.078
Jürgenstorf;Gemeinde;Mecklenburgische Seenplatte;1.000;1.036;1.084;781
Kalkhorst;Gemeinde;Nordwestmecklenburg;2.180;2.081;1.807;1.741
Kamminke;Gemeinde;Vorpommern-Greifswald;372;324;288;262
Karenz;Gemeinde;Ludwigslust-Parchim;331;305;261;232
Kargow;Gemeinde;Mecklenburgische Seenplatte;730;770;666;696
Karlsburg;Gemeinde;Vorpommern-Greifswald;1.551;1.556;1.334;1.263
Karlshagen;Gemeinde;Vorpommern-Greifswald;3.209;3.113;3.114;3.184
Karnin;Gemeinde;Vorpommern-Rügen;254;277;217;205
Karrenzin;Gemeinde;Ludwigslust-Parchim;735;734;600;563
Karstädt;Gemeinde;Ludwigslust-Parchim;679;681;595;603
Kassow;Gemeinde;Landkreis Rostock;454;410;363;338
Katzow;Gemeinde;Vorpommern-Greifswald;581;634;617;617
Kemnitz;Gemeinde;Vorpommern-Greifswald;979;1.232;1.111;1.105
Kentzlin;Gemeinde;Mecklenburgische Seenplatte;239;260;203;201
Kenz-Küstrow;Gemeinde;Vorpommern-Rügen;582;534;537;522
Kieve;Gemeinde;Mecklenburgische Seenplatte;175;167;142;130
Kirch Jesar;Gemeinde;Ludwigslust-Parchim;525;688;636;619
Kirch Mulsow;Gemeinde;Landkreis Rostock;388;378;332;303
