Name;Status;Kreis;Einwohner;Einwohner;Einwohner;Einwohner
;;;Schätzung;Schätzung;Zensus;Schätzung
;;;31.12.95;31.12.01;09.05.11;31.12.15
Narsdorf;Gemeinde;Leipzig;2.090;1.993;1.749;1.659
Naundorf;Gemeinde;Nordsachsen;2.907;2.777;2.413;2.354
Naunhof;Stadt;Leipzig;7.362;8.851;8.471;8.618
Nebelschütz;Gemeinde;Bautzen;1.228;1.271;1.196;1.157
Neißeaue;Gemeinde;Görlitz;1.948;2.050;1.816;1.726
Neschwitz;Gemeinde;Bautzen;2.635;2.678;2.498;2.511
Netzschkau;Stadt;Vogtlandkreis;4.957;4.687;4.174;4.041
Neuensalz;Gemeinde;Vogtlandkreis;2.346;2.400;2.279;2.172
Neuhausen/Erzgeb.;Gemeinde;Mittelsachsen;3.615;3.392;2.906;2.678
Neukieritzsch;Gemeinde;Leipzig;9.712;8.755;7.165;6.879
Neukirch;Gemeinde;Bautzen;1.876;1.855;1.750;1.644
Neukirchen/Erzgeb.;Gemeinde;Erzgebirgskreis;6.708;7.547;6.840;6.805
Neukirchen/Pleiße;Gemeinde;Zwickau;4.134;4.541;4.198;3.996
Neukirch/Lausitz;Gemeinde;Bautzen;6.023;5.694;5.145;5.066
Neumark;Gemeinde;Vogtlandkreis;3.231;3.323;3.047;2.988
Neusalza-Spremberg;Stadt;Görlitz;4.334;4.154;3.557;3.356
Neustadt i. Sa.;Stadt;Sächsische Schweiz-Osterzgebirge;16.963;16.110;13.295;12.516
Neustadt/Vogtl.;Gemeinde;Vogtlandkreis;1.196;1.267;1.032;979
Niederau;Gemeinde;Meißen;3.981;4.312;3.991;4.460
Niederdorf;Gemeinde;Erzgebirgskreis;1.275;1.391;1.276;1.265
Niederfrohna;Gemeinde;Zwickau;2.364;2.638;2.347;2.231
Niederwiesa;Gemeinde;Mittelsachsen;4.793;5.311;5.047;4.909
Niederwürschnitz;Gemeinde;Erzgebirgskreis;3.394;3.085;2.722;2.643
Niesky;Stadt;Görlitz;12.264;11.764;9.936;9.607
Nossen;Stadt;Meißen;13.047;12.542;10.985;10.820
Nünchritz;Gemeinde;Meißen;7.459;7.066;5.928;5.661
Obergurig;Gemeinde;Bautzen;2.186;2.335;2.082;2.096
Oberlungwitz;Stadt;Zwickau;7.244;7.037;6.195;5.928
Oberschöna;Gemeinde;Mittelsachsen;3.775;3.836;3.471;3.346
Oberwiera;Gemeinde;Zwickau;1.263;1.291;1.107;1.038
Oberwiesenthal;Stadt;Erzgebirgskreis;3.844;3.069;2.342;2.194
Oderwitz;Gemeinde;Görlitz;6.257;6.232;5.473;5.203
Oederan;Stadt;Mittelsachsen;9.935;9.639;8.570;8.172
Oelsnitz/Erzgeb.;Stadt;Erzgebirgskreis;13.700;12.982;11.622;11.117
Oelsnitz/Vogtl.;Stadt;Vogtlandkreis;13.002;12.554;11.208;10.492
Ohorn;Gemeinde;Bautzen;2.422;2.608;2.378;2.406
Olbernhau;Stadt;Erzgebirgskreis;12.412;11.591;9.622;9.233
Olbersdorf;Gemeinde;Görlitz;7.188;6.443;5.424;5.055
Oppach;Gemeinde;Görlitz;3.072;3.156;2.548;2.424
Oschatz;Stadt;Nordsachsen;18.360;17.102;15.164;14.734
Oßling;Gemeinde;Bautzen;2.416;2.669;2.398;2.322
Ostrau;Gemeinde;Mittelsachsen;4.775;4.565;3.925;3.603
Ostritz;Stadt;Görlitz;3.494;3.152;2.508;2.382
Ottendorf-Okrilla;Gemeinde;Bautzen;8.733;10.255;9.845;9.941
Otterwisch;Gemeinde;Leipzig;1.361;1.550;1.454;1.421
Oybin;Gemeinde;Görlitz;1.698;1.654;1.521;1.418
Panschwitz-Kuckau;Gemeinde;Bautzen;2.476;2.334;2.141;2.116
Parthenstein;Gemeinde;Leipzig;3.182;3.736;3.508;3.459
Pausa-Mühltroff;Stadt;Vogtlandkreis;6.464;6.143;5.346;5.101
Pegau;Stadt;Leipzig;7.108;7.117;6.484;6.251
Penig;Stadt;Mittelsachsen;11.491;10.888;9.509;9.036
Pfaffroda;Gemeinde;Erzgebirgskreis;3.306;3.325;2.711;2.471
Pirna;Stadt;Sächsische Schweiz-Osterzgebirge;43.105;41.432;37.451;38.010
Plauen;Stadt;Vogtlandkreis;73.021;71.155;64.468;65.201
Pockau-Lengefeld;Stadt;Erzgebirgskreis;9.813;9.512;8.301;7.853
Pöhl;Gemeinde;Vogtlandkreis;2.941;2.866;2.614;2.540
Priestewitz;Gemeinde;Meißen;3.589;3.643;3.309;3.240
Pulsnitz;Stadt;Bautzen;8.201;8.385;7.637;7.488
Puschwitz;Gemeinde;Bautzen;1.168;1.102;887;821
Quitzdorf am See;Gemeinde;Görlitz;2.651;1.505;1.320;1.499
Rabenau;Stadt;Sächsische Schweiz-Osterzgebirge;4.754;4.737;4.347;4.399
Räckelwitz;Gemeinde;Bautzen;1.403;1.315;1.118;1.103
Rackwitz;Gemeinde;Nordsachsen;5.663;5.605;4.920;4.931
Radeberg;Stadt;Bautzen;18.116;18.683;18.039;18.389
Radebeul;Stadt;Meißen;30.826;32.241;33.201;34.055
Radeburg;Stadt;Meißen;7.395;7.915;7.567;7.395
Radibor;Gemeinde;Bautzen;3.725;3.709;3.299;3.166
Ralbitz-Rosenthal;Gemeinde;Bautzen;1.861;1.866;1.733;1.697
Rammenau;Gemeinde;Bautzen;1.446;1.538;1.436;1.400
Raschau-Markersbach;Gemeinde;Erzgebirgskreis;7.011;6.303;5.504;5.209
Rathen;Gemeinde;Sächsische Schweiz-Osterzgebirge;509;484;382;341
Rathmannsdorf;Gemeinde;Sächsische Schweiz-Osterzgebirge;1.233;1.113;1.000;958
Rechenberg-Bienenmühle;Gemeinde;Mittelsachsen;2.810;2.491;2.128;1.941
Regis-Breitingen;Stadt;Leipzig;4.926;4.560;4.157;4.020
Reichenbach im Vogtland;Stadt;Vogtlandkreis;28.834;26.298;22.399;21.200
Reichenbach/O.L.;Stadt;Görlitz;5.939;5.934;5.280;5.078
Reinhardtsdorf-Schöna;Gemeinde;Sächsische Schweiz-Osterzgebirge;1.786;1.704;1.432;1.359
Reinsberg;Gemeinde;Mittelsachsen;3.401;3.300;3.044;2.954
Reinsdorf;Gemeinde;Zwickau;8.333;8.893;8.019;7.599
Remse;Gemeinde;Zwickau;1.974;2.124;1.740;1.651
Reuth;Gemeinde;Vogtlandkreis;1.053;1.078;1.035;985
Riesa;Stadt;Meißen;42.629;38.567;32.539;30.885
Rietschen;Gemeinde;Görlitz;3.301;3.189;2.720;2.594
Rochlitz;Stadt;Mittelsachsen;7.972;7.373;6.236;5.905
Röderaue;Gemeinde;Meißen;3.765;3.549;2.937;2.752
Rodewisch;Stadt;Vogtlandkreis;8.407;7.793;6.845;6.434
Rosenbach;Gemeinde;Görlitz;1.886;1.832;1.653;1.634
Rosenbach/Vogtl.;Gemeinde;Vogtlandkreis;5.057;4.902;4.437;4.304
Rosenthal-Bielatal;Gemeinde;Sächsische Schweiz-Osterzgebirge;1.853;1.830;1.765;1.667
Rossau;Gemeinde;Mittelsachsen;3.780;3.981;3.628;3.598
Roßwein;Stadt;Mittelsachsen;9.668;9.343;7.971;7.672
Rötha;Stadt;Leipzig;6.730;6.869;6.084;6.118
Rothenburg/O.L.;Stadt;Görlitz;6.542;6.014;5.084;4.760
Sayda;Stadt;Mittelsachsen;2.329;2.292;2.019;1.913
Scheibenberg;Stadt;Erzgebirgskreis;2.443;2.431;2.231;2.175
Schirgiswalde-Kirschau;Stadt;Bautzen;7.720;7.690;6.761;6.399
Schkeuditz;Stadt;Nordsachsen;18.718;19.027;16.922;17.443
Schleife;Gemeinde;Görlitz;2.961;3.003;2.673;2.606
Schlettau;Stadt;Erzgebirgskreis;2.820;2.787;2.521;2.442
Schmölln-Putzkau;Gemeinde;Bautzen;3.718;3.598;3.178;3.029
Schneeberg;Stadt;Erzgebirgskreis;18.716;17.662;14.953;14.732
Schönau-Berzdorf a.d. Eigen;Gemeinde;Görlitz;1.989;1.942;1.588;1.476
Schönbach;Gemeinde;Görlitz;1.437;1.422;1.194;1.133
